1,1
1,2
1,3
1,4
1,5
1,6
1,7
1,8
1,9
1,10
1,11
1,12
1,13
1,14
1,15
1,16
2,17
2,18
2,19
2,20
2,21
2,22
3,23
3,24
3,25
3,26
3,27
4,28
4,29
4,30
4,31
4,32
4,33
4,34
4,35
4,36
4,15
5,37
5,38
5,39
5,3
5,8
5,13
5,14
5,15
5,16
6,40
6,41
6,42
6,43
6,44
6,45
6,46
6,47
7,48
7,49
7,50
7,51
7,52
7,53
7,54
7,55
7,56
7,57
7,58
7,59
8,60
8,61
8,62
8,63
8,64
8,65
8,66
8,14
9,67
9,14
9,60
9,61
9,62
9,63
9,65
9,66
10,68
10,69
10,70
10,14
10,66
11,71
11,72
11,73
11,74
11,75
11,76
11,77
11,14
11,15
11,16
12,78
12,79
12,80
12,81
12,82
12,83
12,84
12,85
12,86
12,14
13,87
13,18
13,19
14,88
14,89
14,8
14,14
14,15
14,16
14,66
15,19
15,87
16,90
16,14
16,66
16,70
16,88
17,91
17,92
17,93
17,94
17,95
17,96
17,97
17,98
17,99
17,100
17,101
17,102
17,103
17,104
17,105
17,106
17,107
18,108
18,109
18,110
18,111
18,3
18,8
18,14
18,15
18,16
19,112
19,113
19,114
19,115
19,116
19,117
19,118
19,119
20,120
20,121
20,122
20,123
20,124
20,125
20,126
20,127
20,128
20,129
20,130
20,131
20,132
20,133
21,8
21,14
21,15
21,16
21,66
21,88
21,89
22,134
22,135
22,136
22,137
22,14
22,15
22,16
22,32
22,33
22,34
22,72
22,76
22,77
23,138
23,139
23,14
23,68
23,81
23,110
24,140
24,141
24,142
24,143
24,144
24,145
24,146
24,147
24,148
24,149
24,150
24,15
24,31
24,32
24,80
24,82
24,84
24,85
25,151
25,152
25,153
25,154
25,155
25,14
25,15
25,66
25,89
25,109
25,110
25,135
26,156
26,14
26,15
26,16
26,66
26,81
26,86
26,109
27,157
27,8
27,14
27,15
27,16
27,66
27,70
27,88
27,89
27,90
28,158
28,159
28,160
28,161
28,162
28,52
28,53
28,54
28,55
28,56
28,57
28,100
29,163
29,164
29,165
29,166
29,167
29,14
29,86
29,88
29,89
29,90
30,168
30,169
30,170
30,171
30,50
30,51
30,52
30,53
30,54
30,55
30,56
30,57
30,59
31,14
31,15
31,16
31,66
31,68
31,70
31,81
32,172
32,173
32,174
32,175
32,176
32,177
32,178
32,179
32,180
32,181
32,182
32,183
32,184
32,185
32,12
32,15
32,16
32,45
32,52
32,53
32,54
32,55
32,56
32,57
32,59
32,120
32,121
32,123
32,124
32,125
32,126
32,127
32,128
32,133
33,186
33,187
33,188
33,189
33,190
33,191
34,192
34,193
34,194
34,120
34,123
34,125
34,133
34,172
35,195
35,196
35,197
35,15
35,16
35,29
35,33
35,34
35,178
36,198
36,199
36,200
36,40
36,41
36,42
36,43
36,45
36,46
36,47
37,201
37,202
37,203
37,14
37,86
37,167
38,204
38,205
38,206
38,50
38,51
38,52
38,53
38,54
38,55
38,56
38,57
38,59
38,171
39,207
39,208
39,209
39,210
39,211
40,212
40,213
40,123
40,125
40,133
40,172
40,192
40,194
41,214
41,215
41,216
42,217
42,214
42,215
42,216
43,218
43,219
43,220
43,221
43,222
43,223
43,12
43,178
44,224
44,225
44,14
44,18
44,109
45,226
45,227
45,228
45,33
45,34
46,229
46,230
46,231
46,232
46,233
47,234
47,14
47,68
47,81
47,138
47,139
48,235
48,236
48,237
48,238
48,13
48,37
48,39
49,239
49,240
49,241
49,242
49,243
49,244
49,245
49,246
49,20
50,247
50,248
50,249
50,250
50,251
50,252
50,253
50,254
50,255
50,256
50,93
51,257
51,258
51,259
51,260
51,261
51,262
51,263
51,264
51,265
52,266
52,267
52,268
52,269
52,123
53,270
53,14
54,14
54,89
54,110
54,138
55,271
55,12
55,15
55,16
55,32
55,120
55,121
55,123
55,125
55,128
55,133
55,149
55,172
55,174
55,178
55,179
55,185
56,272
56,273
56,274
57,275
57,276
57,277
57,278
57,50
57,52
57,53
57,54
57,55
57,56
57,57
57,59
57,169
57,171
57,206
58,279
58,15
58,16
58,28
58,29
58,33
58,34
58,195
59,280
59,281
59,282
59,283
59,284
59,285
59,120
59,121
59,123
59,133
60,286
60,14
60,86
60,164
60,167
61,287
61,288
61,289
61,112
61,113
61,114
61,115
61,119
62,290
62,291
62,292
62,293
62,127
63,294
63,295
63,56
63,160
63,161
63,162
64,296
64,297
64,298
64,299
64,300
64,301
64,302
64,33
64,34
64,284
65,303
65,14
65,78
65,81
65,83
65,85
65,86
66,304
66,305
66,306
66,307
67,308
67,309
67,310
67,14
67,15
67,16
67,33
67,34
67,71
67,72
67,77
67,136
68,311
68,312
68,313
68,314
68,315
68,316
68,317
68,318
69,319
69,320
69,125
69,126
69,129
69,133
70,321
70,322
70,323
70,324
70,325
70,326
71,327
71,328
71,329
71,330
71,331
71,332
71,333
71,334
71,335
71,336
71,12
71,15
71,16
71,32
71,33
71,34
71,66
71,133
71,178
71,179
72,337
72,338
72,339
72,340
72,341
72,342
72,343
72,344
72,345
72,346
72,93
72,179
72,248
72,256
73,347
73,348
73,213
74,349
74,350
74,351
74,352
74,353
74,13
74,39
74,237
75,354
75,355
75,356
75,357
75,358
75,359
75,360
75,361
75,14
75,15
75,66
75,120
75,121
75,123
75,125
75,128
75,133
75,172
75,174
75,179
75,182
75,185
75,194
75,248
76,362
76,363
76,364
76,365
76,248
76,340
76,341
76,342
76,346
77,366
77,367
77,368
77,369
77,370
77,93
77,247
77,248
77,249
77,250
77,251
77,252
77,253
77,254
77,255
77,256
77,363
77,364
78,371
78,372
78,373
78,374
78,375
78,376
78,377
78,378
78,379
78,380
78,381
78,382
78,383
78,384
78,385
78,386
78,387
78,388
78,389
79,390
79,391
79,392
79,393
80,394
80,395
80,396
81,397
81,398
81,45
81,56
81,158
81,159
81,160
81,161
81,162
82,399
82,400
82,401
82,402
82,403
82,404
82,405
82,406
82,407
82,408
82,409
82,410
82,411
82,412
82,28
82,35
82,36
82,397
83,272
83,273
83,274
84,322
84,323
84,325
84,326
85,413
85,414
85,415
85,118
86,272
86,273
86,274
87,416
87,42
87,46
88,417
88,418
88,12
88,15
88,32
88,33
88,34
88,123
88,124
88,125
88,128
88,133
88,149
88,172
88,174
88,178
88,310
88,320
89,419
89,420
89,421
89,422
89,423
89,424
89,425
89,133
89,179
89,182
89,285
90,426
90,272
90,273
90,274
91,427
91,428
91,429
91,430
91,431
92,432
92,433
93,434
93,435
93,436
93,437
93,409
94,438
94,439
94,440
94,441
95,442
95,443
95,444
95,445
95,446
95,447
95,448
95,449
95,450
95,451
95,452
95,453
95,454
96,455
96,456
96,457
96,458
96,14
96,15
96,16
96,66
96,89
96,110
96,135
96,138
96,152
96,153
96,154
96,155
97,459
97,460
97,461
97,462
97,463
97,15
97,33
97,34
97,226
98,464
98,465
98,466
98,467
98,468
98,469
98,470
98,471
98,472
98,93
99,14
99,68
99,81
99,138
99,234
100,473
100,474
100,475
100,476
100,477
101,478
101,479
101,480
101,481
101,50
101,52
101,53
101,54
101,55
101,56
101,57
101,59
101,278
102,14
102,15
102,16
102,33
102,34
102,72
102,76
102,77
102,134
102,135
103,482
103,483
103,484
103,15
103,30
103,178
103,244
103,246
104,485
104,486
104,487
104,430
105,123
105,124
105,125
105,133
105,172
105,192
105,194
105,212
105,213
106,488
106,489
106,490
106,491
106,492
106,493
106,494
106,482
107,272
107,273
107,274
108,495
108,496
108,497
108,498
108,22
108,289
108,432
109,499
109,500
109,501
109,502
109,503
109,504
109,505
109,506
109,507
109,508
109,509
109,510
109,511
109,512
109,513
109,514
109,515
109,516
109,517
109,49
109,52
109,53
109,54
109,55
109,56
109,57
110,518
110,519
110,520
110,521
110,248
110,363
110,364
111,522
111,125
111,127
111,129
111,133
111,290
112,272
112,273
112,274
113,33
113,34
113,226
113,461
114,523
114,524
114,525
114,526
115,14
115,15
115,66
115,89
115,110
115,135
115,151
115,152
115,153
115,154
115,155
115,458
116,527
116,528
116,529
116,86
117,530
117,531
117,80
117,84
117,150
117,167
117,477
118,532
118,533
118,3
118,5
118,6
118,12
118,15
118,16
118,32
118,178
119,534
119,535
119,536
119,537
119,538
119,133
119,311
119,312
120,539
120,32
121,540
121,541
121,542
121,93
121,133
121,256
121,521
122,12
122,15
122,16
122,32
122,33
122,34
122,120
122,123
122,125
122,128
122,133
122,149
122,172
122,178
122,179
123,543
123,544
123,545
123,546
123,12
123,15
123,16
123,32
123,33
123,34
123,66
123,133
123,172
123,178
123,179
123,255
123,310
123,327
123,331
123,358
124,547
124,548
124,442
124,450
124,451
125,549
125,550
125,551
125,552
125,553
125,554
125,555
125,556
125,557
125,15
125,466
125,472
126,14
126,78
126,81
126,86
127,558
127,559
127,560
127,561
127,562
127,12
127,15
127,16
127,29
127,178
127,197
127,279
128,563
128,564
128,31
128,321
128,322
128,323
128,324
128,325
128,326
129,565
129,566
129,567
129,568
129,569
129,570
129,571
130,572
130,573
130,574
130,575
130,348
130,413
130,415
131,576
131,577
131,578
131,227
131,228
132,579
132,580
132,581
132,582
132,583
132,584
132,585
132,586
132,587
132,15
132,133
132,354
132,359
133,588
133,589
133,590
133,591
133,592
133,593
133,594
133,595
133,6
133,11
133,12
133,15
133,16
133,178
134,15
134,70
134,279
135,596
135,597
135,598
135,599
135,600
135,93
135,252
135,253
135,254
135,255
135,256
135,370
135,421
135,422
135,468
136,601
136,14
136,15
136,16
136,66
136,69
136,77
136,89
136,109
136,110
136,135
137,12
137,15
137,33
137,34
137,120
137,123
137,124
137,125
137,126
137,127
137,128
137,133
137,172
137,174
137,178
137,184
137,226
137,310
138,602
138,603
138,125
138,133
138,172
138,192
138,213
139,604
139,605
139,22
139,24
140,12
140,15
140,16
140,45
140,52
140,53
140,54
140,55
140,56
140,57
140,59
140,120
140,121
140,123
140,124
140,125
140,126
140,127
140,128
140,133
140,172
140,173
140,174
140,175
140,176
140,177
140,178
140,179
140,180
140,181
140,182
140,183
140,184
140,185
141,606
141,607
141,608
141,609
141,610
141,611
141,612
141,613
141,614
141,615
141,616
141,617
141,245
141,246
141,421
141,422
141,423
141,600
142,618
142,619
142,620
142,621
142,39
142,237
143,622
143,623
143,624
144,625
144,626
144,627
144,1
144,2
144,5
144,6
144,10
144,11
144,12
144,16
145,628
145,442
145,450
145,451
145,547
145,548
146,629
146,630
146,273
146,274
146,426
147,631
147,632
147,633
147,634
147,635
147,636
147,637
147,638
148,639
148,640
148,323
148,325
148,326
149,641
149,14
149,15
149,16
149,66
149,69
149,81
149,86
149,109
149,156
150,642
150,643
150,644
150,645
150,646
150,647
150,648
150,649
150,650
150,133
150,174
151,13
151,37
151,39
151,235
151,236
151,238
152,651
152,33
152,34
152,226
152,459
152,460
152,462
152,463
153,652
153,653
153,14
153,15
153,16
153,66
153,69
153,81
153,108
153,109
153,110
153,331
154,654
154,655
154,656
154,657
154,322
154,325
154,391
155,658
155,659
155,660
155,661
155,446
156,662
156,663
156,664
156,665
156,666
156,179
157,667
157,668
157,669
157,670
157,671
157,14
157,71
157,76
157,77
157,135
157,601
158,672
158,673
158,674
158,675
158,676
158,677
158,678
158,679
158,680
158,681
159,682
159,683
159,684
159,685
159,686
160,14
160,15
160,16
160,68
160,81
160,89
160,110
160,138
161,687
161,688
161,14
161,15
161,16
161,66
161,89
161,110
161,133
161,135
161,151
161,152
161,153
161,154
161,155
161,457
161,458
162,689
162,690
162,691
162,692
162,693
162,694
162,695
162,696
162,697
162,482
162,494
163,698
163,699
163,700
163,701
164,702
164,703
164,704
164,281
164,282
164,285
165,31
165,32
166,705
166,706
166,707
166,708
167,709
167,710
167,711
167,712
167,84
167,123
167,128
167,133
167,172
167,173
167,174
167,185
167,707
168,713
168,714
168,699
169,715
169,716
169,717
169,718
169,70
170,719
170,720
170,721
170,14
170,15
170,16
170,66
170,68
170,69
170,89
170,94
170,109
170,110
170,133
170,135
170,151
170,179
170,554
171,722
171,133
171,280
171,281
171,285
171,558
172,723
172,724
172,14
172,109
172,529
173,725
173,14
173,17
173,18
173,110
174,726
174,727
174,463
175,728
175,729
175,730
175,731
175,732
175,733
175,734
175,312
175,535
175,538
176,735
176,736
176,737
177,123
177,124
177,128
177,133
177,172
177,174
177,320
177,707
177,710
178,738
178,739
178,740
178,741
178,742
178,743
178,744
178,745
178,746
178,747
178,748
178,33
178,34
178,251
178,310
178,546
178,642
178,728
179,749
179,750
179,751
179,752
179,753
179,754
179,755
179,756
179,757
179,758
179,759
179,760
179,761
179,371
179,372
179,373
179,374
179,375
179,376
179,377
179,378
179,379
179,380
179,383
179,384
179,385
179,387
179,388
180,14
180,15
180,16
180,66
180,69
180,89
180,109
180,110
180,135
180,151
180,152
180,153
180,154
180,155
180,457
181,762
181,763
181,764
181,765
181,766
181,767
181,768
181,49
181,50
181,52
181,53
181,54
181,55
181,56
181,57
181,58
181,59
181,500
181,642
182,769
182,520
182,521
182,541
183,770
183,771
183,772
183,773
183,774
183,775
183,776
183,777
183,778
183,779
183,780
183,781
183,782
183,783
183,33
183,34
183,251
183,253
